lon	lat	depth	m_l	err_abs	err_avgrel	area
71.719	36.983	128.13	2.3	5.4	1.9	deepPamir
72.169	37.656	128.21	2.6	3.2	1.9	deepPamir
71.904	37.411	128.25	2.1	6.0	1.9	deepPamir
71.936	37.475	128.25	2.3	4.4	1.9	deepPamir
73.934	38.411	128.29	2.6	2.3	1.9	deepPamir
73.742	38.398	128.33	2.9	3.3	1.9	deepPamir
71.720	37.059	128.36	3.1	4.1	1.9	deepPamir
71.785	37.334	128.50	2.6	3.1	1.9	deepPamir
72.031	37.498	128.50	2.9	4.2	1.9	deepPamir
73.868	38.417	128.52	3.4	3.1	1.9	deepPamir
75.031	38.394	128.55	2.8	6.5	-	deepPamir
72.192	37.753	128.57	3.1	5.8	1.9	deepPamir
72.472	37.863	128.58	3.6	2.3	1.9	deepPamir
72.611	37.971	128.58	2.3	3.7	1.9	deepPamir
71.888	37.379	128.62	3.3	3.1	1.9	deepPamir
71.899	37.359	128.66	3.2	2.5	1.9	deepPamir
71.751	37.252	128.68	3.9	2.2	1.9	deepPamir
72.503	37.855	128.70	4.4	1.7	1.9	deepPamir
72.112	37.617	128.71	3.5	3.1	1.9	deepPamir
72.202	37.679	128.72	3.2	3.5	1.9	deepPamir
73.695	38.389	128.74	2.5	3.7	1.9	deepPamir
71.793	37.267	128.75	3.5	6.0	1.9	deepPamir
72.030	37.529	128.75	3.0	4.0	1.9	deepPamir
71.855	37.228	128.76	3.3	3.5	1.9	deepPamir
71.760	37.237	128.78	3.2	3.8	1.9	deepPamir
71.917	37.395	128.79	3.2	5.8	1.9	deepPamir
71.745	37.241	128.87	3.3	4.8	1.9	deepPamir
71.805	37.265	128.87	2.2	4.5	1.9	deepPamir
71.904	37.191	128.89	3.1	3.5	1.9	deepPamir
72.592	37.888	128.90	2.5	4.7	1.9	deepPamir
72.426	37.875	128.94	2.3	6.8	1.9	deepPamir
72.504	37.932	128.94	2.4	3.9	1.9	deepPamir
71.834	37.149	129.07	3.6	3.8	1.9	deepPamir
73.919	38.410	129.07	3.1	2.9	1.9	deepPamir
72.066	37.379	129.08	3.2	8.9	1.9	deepPamir
71.910	37.384	129.09	4.1	3.3	1.9	deepPamir
73.923	38.394	129.21	3.2	2.4	1.9	deepPamir
71.851	37.354	129.25	2.6	3.7	1.9	deepPamir
74.464	38.382	129.28	1.8	5.0	1.9	deepPamir
71.903	37.382	129.36	3.6	3.0	1.9	deepPamir
72.226	37.723	129.40	3.0	3.4	1.9	deepPamir
72.522	37.896	129.43	3.1	1.9	1.9	deepPamir
71.748	37.249	129.45	2.8	3.6	1.9	deepPamir
71.909	37.382	129.50	2.2	4.5	1.9	deepPamir
71.834	37.292	129.53	2.4	12.7	1.9	deepPamir
71.759	37.210	129.55	3.0	4.7	1.9	deepPamir
71.812	37.248	129.56	3.3	2.6	1.9	deepPamir
71.908	37.309	129.59	2.8	3.1	1.9	deepPamir
73.729	38.391	129.64	3.4	2.6	1.9	deepPamir
71.770	37.294	129.65	2.6	5.6	1.9	deepPamir
71.784	37.006	129.68	3.3	6.1	1.9	deepPamir
72.615	37.957	129.69	3.1	2.1	1.9	deepPamir
71.842	37.317	129.71	3.2	3.5	1.9	deepPamir
71.909	37.328	129.73	3.6	2.5	1.9	deepPamir
71.880	37.257	129.79	3.0	7.4	1.9	deepPamir
72.040	37.500	129.84	2.7	3.2	1.9	deepPamir
73.973	38.396	129.86	4.0	2.6	1.9	deepPamir
73.971	38.394	129.87	2.4	3.9	1.9	deepPamir
71.810	37.340	130.08	2.4	4.3	1.9	deepPamir
72.668	38.003	130.15	3.6	5.1	1.9	deepPamir
71.926	37.387	130.19	2.6	3.7	1.9	deepPamir
71.794	37.226	130.20	2.5	7.8	1.9	deepPamir
72.524	37.892	130.21	3.4	2.5	1.9	deepPamir
72.604	37.877	130.23	3.3	2.4	1.9	deepPamir
71.902	37.329	130.25	4.4	4.7	1.9	deepPamir
71.915	37.331	130.26	3.2	2.6	1.9	deepPamir
71.916	37.406	130.26	2.5	3.8	1.9	deepPamir
73.886	38.385	130.26	2.6	3.6	1.9	deepPamir
71.835	37.334	130.36	3.3	3.7	1.9	deepPamir
73.539	38.362	130.40	3.3	3.1	1.9	deepPamir
71.763	37.222	130.43	2.9	3.8	1.9	deepPamir
71.994	37.536	130.45	2.4	5.8	1.9	deepPamir
71.838	37.320	130.47	2.9	5.2	1.9	deepPamir
72.010	37.499	130.49	2.5	4.0	1.9	deepPamir
72.564	37.969	130.50	2.8	6.5	1.9	deepPamir
71.907	37.382	130.52	2.6	3.3	1.9	deepPamir
71.897	37.326	130.53	3.5	3.6	1.9	deepPamir
72.046	37.548	130.57	2.9	4.8	1.9	deepPamir
72.671	37.939	130.58	3.1	6.3	1.9	deepPamir
73.618	38.368	130.58	4.5	2.0	1.9	deepPamir
72.519	37.922	130.59	2.8	3.0	1.9	deepPamir
73.985	38.405	130.60	3.8	2.2	1.9	deepPamir
71.718	37.044	130.67	3.1	3.6	1.9	deepPamir
72.096	37.604	130.67	3.0	2.6	1.9	deepPamir
71.772	37.338	130.70	3.3	4.5	1.9	deepPamir
71.883	37.358	130.70	2.8	4.7	1.9	deepPamir
72.598	37.876	130.70	2.5	2.6	1.9	deepPamir
72.023	37.582	130.74	3.5	2.9	1.9	deepPamir
72.150	37.653	130.86	3.7	4.4	1.9	deepPamir
71.775	37.224	130.89	2.9	3.7	1.9	deepPamir
74.593	38.362	131.12	3.7	19.5	-	deepPamir
71.735	37.148	131.13	2.7	4.1	1.9	deepPamir
71.766	37.202	131.13	3.7	2.9	1.9	deepPamir
71.794	37.242	131.21	2.9	3.3	1.9	deepPamir
72.159	37.606	131.24	2.5	5.8	1.9	deepPamir
73.751	38.382	131.29	2.7	3.1	1.9	deepPamir
71.884	37.318	131.32	4.0	3.5	1.9	deepPamir
72.199	37.701	131.36	4.0	4.3	1.9	deepPamir
73.950	38.416	131.40	3.5	3.0	1.9	deepPamir
71.775	37.193	131.51	3.1	2.5	1.9	deepPamir
72.947	38.135	131.53	3.9	4.2	1.9	deepPamir
71.884	37.357	131.57	3.0	4.2	1.9	deepPamir
71.858	37.328	131.60	2.9	2.7	1.9	deepPamir
72.797	38.050	131.61	3.7	2.3	-	deepPamir
72.628	37.883	131.64	2.9	2.9	1.9	deepPamir
73.320	38.453	131.65	3.2	13.9	-	deepPamir
72.395	37.789	131.66	2.2	4.5	1.9	deepPamir
72.401	37.791	131.70	2.2	3.6	1.9	deepPamir
73.950	38.406	131.77	5.2	1.8	1.9	deepPamir
71.871	37.304	131.79	3.7	3.7	1.9	deepPamir
71.911	37.393	131.80	2.8	3.8	1.9	deepPamir
71.898	37.318	131.82	3.0	3.4	1.9	deepPamir
71.918	37.210	131.83	2.4	4.7	1.9	deepPamir
72.399	37.795	131.91	2.2	3.5	1.9	deepPamir
73.924	38.398	131.94	5.3	2.3	1.9	deepPamir
71.904	37.391	132.10	2.4	5.8	1.9	deepPamir
71.875	37.308	132.12	3.3	3.4	1.9	deepPamir
71.825	37.109	132.14	3.3	3.8	1.9	deepPamir
72.177	37.663	132.14	2.9	2.8	1.9	deepPamir
72.926	38.122	132.26	2.5	2.6	1.9	deepPamir
73.984	38.403	132.34	3.8	2.3	1.9	deepPamir
71.807	37.325	132.45	2.4	5.1	1.9	deepPamir
71.797	37.347	132.47	3.9	3.0	1.9	deepPamir
71.792	37.223	132.61	3.3	5.9	1.9	deepPamir
71.758	37.060	132.62	2.8	3.7	1.9	deepPamir
73.293	38.318	132.75	3.9	3.3	1.9	deepPamir
71.853	37.352	132.77	2.4	4.1	1.9	deepPamir
71.867	37.308	132.78	2.7	4.2	1.9	deepPamir
71.945	37.392	132.80	2.8	3.7	1.9	deepPamir
72.290	37.684	132.80	2.7	5.6	1.9	deepPamir
73.902	38.386	132.81	3.8	2.6	1.9	deepPamir
72.201	37.646	132.85	3.0	5.3	1.9	deepPamir
73.754	38.425	133.04	3.5	12.3	-	deepPamir
73.690	38.385	133.08	3.5	2.8	1.9	deepPamir
71.840	37.073	133.10	3.2	4.5	1.9	deepPamir
71.813	37.236	133.20	3.2	4.0	1.9	deepPamir
72.553	37.827	133.20	2.9	3.8	1.9	deepPamir
71.821	37.164	133.26	2.5	4.5	1.9	deepPamir
71.849	37.332	133.38	2.9	3.9	1.9	deepPamir
73.920	38.382	133.43	3.0	2.0	1.9	deepPamir
71.932	37.319	133.44	2.2	4.0	1.9	deepPamir
73.351	38.314	133.47	2.8	3.2	1.9	deepPamir
72.018	37.536	133.50	2.8	6.5	1.9	deepPamir
72.057	37.507	133.59	3.1	4.9	1.9	deepPamir
72.215	37.701	133.59	3.0	5.2	1.9	deepPamir
75.189	38.321	133.60	2.4	4.0	-	deepPamir
71.829	37.286	133.62	3.5	4.7	1.9	deepPamir
71.853	37.346	133.62	3.2	3.5	1.9	deepPamir
72.009	37.460	133.64	2.9	5.1	1.9	deepPamir
71.946	37.418	133.69	2.8	7.9	1.9	deepPamir
72.529	37.957	133.73	3.5	5.8	1.9	deepPamir
71.951	37.390	133.74	3.0	3.5	1.9	deepPamir
71.979	37.439	133.74	2.4	4.3	1.9	deepPamir
71.783	37.211	133.81	3.2	2.7	1.9	deepPamir
72.182	37.662	133.81	3.2	4.8	1.9	deepPamir
71.922	37.387	133.83	2.8	3.8	1.9	deepPamir
71.912	37.280	133.84	3.3	4.8	1.9	deepPamir
71.748	36.992	133.85	2.2	6.5	1.9	deepPamir
72.127	37.603	133.90	3.6	2.3	1.9	deepPamir
72.031	37.518	133.93	3.0	3.9	1.9	deepPamir
72.065	37.526	133.98	2.6	5.3	1.9	deepPamir
71.753	37.105	134.05	2.9	3.4	1.9	deepPamir
72.009	37.490	134.08	3.0	3.2	1.9	deepPamir
72.734	38.061	134.08	3.1	7.3	1.9	deepPamir
74.038	38.322	134.10	2.7	4.4	-	deepPamir
71.997	37.494	134.17	2.6	5.4	1.9	deepPamir
73.595	38.308	134.18	4.0	2.1	1.9	deepPamir
71.856	37.361	134.19	2.9	4.2	1.9	deepPamir
71.784	37.121	134.24	3.2	5.3	1.9	deepPamir
71.775	37.172	134.30	2.4	4.9	1.9	deepPamir
73.600	38.311	134.41	2.5	3.1	1.9	deepPamir
73.414	38.462	134.49	2.7	13.5	1.9	deepPamir
73.442	38.431	134.51	3.9	17.1	1.9	deepPamir
73.931	38.368	134.56	2.5	3.7	1.9	deepPamir
71.792	37.043	134.65	2.8	4.9	1.9	deepPamir
71.964	37.483	134.65	2.4	6.0	1.9	deepPamir
72.529	37.949	134.68	3.3	5.4	1.9	deepPamir
73.595	38.329	134.70	2.8	3.0	1.9	deepPamir
72.566	37.967	134.76	3.5	5.1	1.9	deepPamir
72.070	37.493	134.83	2.5	3.1	1.9	deepPamir
71.811	37.343	134.90	3.0	4.5	1.9	deepPamir
71.956	37.403	134.91	3.5	3.9	1.9	deepPamir
71.861	37.378	134.97	2.6	4.7	1.9	deepPamir
72.340	37.724	135.00	2.2	4.3	1.9	deepPamir
72.045	37.517	135.10	3.4	2.7	1.9	deepPamir
72.017	37.416	135.18	2.5	5.0	1.9	deepPamir
72.707	37.855	135.18	2.7	4.9	1.9	deepPamir
73.261	38.270	135.19	2.3	3.5	1.9	deepPamir
72.590	37.962	135.27	3.4	6.4	1.9	deepPamir
71.791	37.190	135.30	3.7	3.1	1.9	deepPamir
71.810	37.253	135.31	3.7	3.8	1.9	deepPamir
71.794	37.204	135.35	3.6	3.5	1.9	deepPamir
73.599	38.325	135.42	3.1	4.5	1.9	deepPamir
72.903	38.055	135.44	3.9	2.0	1.9	deepPamir
71.875	37.255	135.50	3.3	4.7	1.9	deepPamir
72.095	37.541	135.54	2.7	3.1	1.9	deepPamir
73.368	38.334	135.62	5.6	2.2	1.9	deepPamir
71.799	37.291	135.77	3.4	3.5	1.9	deepPamir
71.814	37.167	135.81	3.3	3.4	1.9	deepPamir
71.856	37.265	135.83	4.2	2.9	1.9	deepPamir
75.058	38.334	135.84	2.7	9.1	-	deepPamir
72.134	37.420	135.86	2.7	3.5	1.9	deepPamir
71.840	37.312	135.88	2.4	4.5	1.9	deepPamir
71.790	37.213	136.03	3.0	3.1	1.9	deepPamir
71.795	37.214	136.11	2.7	3.2	1.9	deepPamir
71.802	37.062	136.13	3.0	4.7	1.9	deepPamir
72.658	37.860	136.13	2.1	4.4	1.9	deepPamir
72.041	37.406	136.14	2.7	5.0	1.9	deepPamir
72.704	37.983	136.16	2.7	6.8	1.9	deepPamir
71.831	37.235	136.21	3.0	3.4	1.9	deepPamir
73.316	38.282	136.21	3.2	9.5	-	deepPamir
71.877	37.243	136.24	3.0	3.2	1.9	deepPamir
72.913	38.087	136.33	3.5	4.1	1.9	deepPamir
71.858	37.337	136.48	2.8	6.2	1.9	deepPamir
71.884	37.299	136.49	2.6	8.1	1.9	deepPamir
71.767	37.042	136.50	4.0	3.2	1.9	deepPamir
72.577	37.980	136.54	3.6	4.8	1.9	deepPamir
73.347	38.259	136.59	2.9	3.3	1.9	deepPamir
72.630	37.881	136.62	2.4	3.8	1.9	deepPamir
72.599	37.849	136.64	3.1	3.7	1.9	deepPamir
71.824	37.274	136.68	3.7	3.8	1.9	deepPamir
71.848	37.156	136.70	3.2	3.3	1.9	deepPamir
72.829	38.025	136.71	3.4	3.1	1.9	deepPamir
71.826	37.286	136.74	2.7	6.4	1.9	deepPamir
73.536	38.330	136.74	3.3	2.2	1.9	deepPamir
71.768	37.107	136.77	3.0	4.4	1.9	deepPamir
71.796	37.221	136.81	2.8	4.5	1.9	deepPamir
71.782	37.001	136.83	2.8	3.9	1.9	deepPamir
71.874	37.320	136.83	3.5	2.6	1.9	deepPamir
72.170	37.605	136.89	3.7	4.4	1.9	deepPamir
74.305	38.367	137.04	3.2	6.1	-	deepPamir
73.757	38.348	137.08	2.6	3.6	1.9	deepPamir
71.844	37.323	137.44	3.6	2.8	1.9	deepPamir
72.565	37.905	137.44	3.1	2.6	1.9	deepPamir
72.657	37.947	137.48	2.5	3.7	1.9	deepPamir
71.797	37.187	137.50	4.7	3.0	1.9	deepPamir
72.597	37.814	137.61	2.1	4.8	1.9	deepPamir
71.791	37.104	137.65	2.8	4.2	1.9	deepPamir
71.880	37.153	137.68	2.6	5.5	1.9	deepPamir
72.023	37.421	137.75	2.5	4.9	1.9	deepPamir
71.861	37.340	137.78	2.5	5.3	1.9	deepPamir
72.013	37.287	137.81	2.9	5.0	1.9	deepPamir
71.812	37.339	137.83	2.4	4.0	1.9	deepPamir
75.971	37.645	137.83	3.4	5.6	-	deepPamir
71.931	37.356	137.84	3.0	3.7	1.9	deepPamir
72.570	37.897	137.84	2.9	2.8	1.9	deepPamir
72.396	37.800	137.86	2.7	3.4	1.9	deepPamir
72.940	38.103	137.96	3.0	3.2	1.9	deepPamir
71.756	37.056	137.97	3.0	4.3	1.9	deepPamir
71.818	37.187	138.00	3.2	3.2	1.9	deepPamir
71.865	37.326	138.01	2.9	3.3	1.9	deepPamir
72.017	37.458	138.02	3.6	4.2	1.9	deepPamir
71.799	36.999	138.03	3.6	4.5	1.9	deepPamir
71.725	37.042	138.06	3.6	3.6	1.9	deepPamir
71.794	37.231	138.07	3.0	4.4	1.9	deepPamir
71.827	37.199	138.11	2.5	5.5	1.9	deepPamir
71.931	37.320	138.24	2.6	6.5	1.9	deepPamir
71.997	37.495	138.25	3.0	3.9	1.9	deepPamir
71.836	37.254	138.26	3.3	4.7	1.9	deepPamir
72.414	37.831	138.26	3.3	5.4	-	deepPamir
72.591	37.844	138.29	3.3	3.1	1.9	deepPamir
71.819	37.333	138.33	2.5	4.4	1.9	deepPamir
71.862	37.216	138.35	2.8	4.2	1.9	deepPamir
72.844	37.979	138.35	2.8	2.9	1.9	deepPamir
71.757	37.004	138.44	2.8	3.9	1.9	deepPamir
71.931	37.239	138.46	3.3	3.5	1.9	deepPamir
71.907	37.288	138.54	2.9	2.9	1.9	deepPamir
72.009	37.456	138.57	2.7	4.1	1.9	deepPamir
71.831	37.025	138.62	2.6	-	1.9	deepPamir
71.922	37.358	138.62	4.2	2.5	1.9	deepPamir
72.434	37.745	138.63	2.8	3.4	1.9	deepPamir
71.833	37.213	138.69	2.5	6.4	1.9	deepPamir
71.832	37.282	138.70	4.9	2.6	1.9	deepPamir
72.071	37.462	138.70	2.7	5.0	1.9	deepPamir
72.021	37.442	138.76	3.5	5.7	1.9	deepPamir
71.815	37.225	138.79	4.0	2.9	1.9	deepPamir
71.766	37.062	138.84	3.8	3.2	1.9	deepPamir
71.941	37.329	138.93	3.0	3.0	1.9	deepPamir
71.835	37.203	138.96	3.5	2.4	1.9	deepPamir
72.017	37.443	138.98	2.6	3.9	1.9	deepPamir
71.820	37.018	139.00	3.2	3.2	1.9	deepPamir
71.921	37.312	139.02	2.7	3.2	1.9	deepPamir
71.907	37.334	139.03	2.9	3.8	1.9	deepPamir
71.839	37.335	139.05	2.6	4.1	1.9	deepPamir
72.043	37.470	139.05	3.7	3.1	1.9	deepPamir
71.939	37.366	139.11	3.3	3.2	1.9	deepPamir
71.895	37.224	139.18	3.5	6.5	1.9	deepPamir
73.359	38.292	139.21	2.5	4.2	1.9	deepPamir
72.018	37.442	139.23	3.6	2.2	1.9	deepPamir
71.912	37.278	139.24	2.9	2.6	1.9	deepPamir
72.328	37.762	139.24	3.2	3.1	1.9	deepPamir
75.706	37.042	139.28	5.0	12.4	-	deepPamir
71.935	37.356	139.35	3.3	4.0	1.9	deepPamir
72.219	37.347	139.35	2.5	7.0	-	deepPamir
72.029	37.433	139.36	2.7	3.2	1.9	deepPamir
72.015	37.446	139.38	2.8	3.8	1.9	deepPamir
71.887	37.275	139.49	3.5	2.8	1.9	deepPamir
72.056	37.455	139.61	4.0	3.2	1.9	deepPamir
72.017	37.446	139.65	3.6	3.3	1.9	deepPamir
75.445	38.390	139.74	3.2	8.4	-	deepPamir
71.799	37.245	139.75	2.9	6.7	1.9	deepPamir
71.662	37.163	139.77	2.7	9.2	-	deepPamir
72.046	37.454	139.83	2.6	3.3	1.9	deepPamir
71.802	37.161	139.86	2.8	5.6	1.9	deepPamir
72.955	38.097	140.13	3.7	2.3	1.9	deepPamir
71.789	37.163	140.22	2.9	4.8	1.9	deepPamir
72.008	37.395	140.22	2.6	3.8	1.9	deepPamir
71.928	37.355	140.24	3.6	3.4	1.9	deepPamir
72.689	37.915	140.25	2.8	2.6	1.9	deepPamir
72.027	37.433	140.31	3.9	4.2	1.9	deepPamir
72.060	37.451	140.33	5.0	2.7	1.9	deepPamir
71.812	37.347	140.36	2.3	4.4	1.9	deepPamir
71.820	37.227	140.85	3.0	6.6	1.9	deepPamir
71.792	36.898	140.91	3.2	4.1	-	deepPamir
71.851	37.236	140.94	3.0	3.9	1.9	deepPamir
72.023	37.452	140.94	4.3	3.0	1.9	deepPamir
72.833	38.010	140.98	3.8	2.0	1.9	deepPamir
71.838	37.178	141.03	2.9	4.7	1.9	deepPamir
73.064	38.103	141.09	3.4	2.7	-	deepPamir
72.600	37.828	141.11	2.5	6.2	1.9	deepPamir
72.013	37.383	141.13	3.8	3.2	1.9	deepPamir
71.810	37.074	141.16	2.9	6.2	1.9	deepPamir
71.939	37.339	141.24	2.6	5.6	1.9	deepPamir
72.147	37.417	141.25	2.5	3.9	1.9	deepPamir
72.384	37.791	141.33	3.1	3.0	1.9	deepPamir
71.915	37.202	141.36	3.2	4.4	1.9	deepPamir
73.611	38.294	141.36	2.3	4.6	1.9	deepPamir
71.906	37.279	141.41	3.5	3.1	1.9	deepPamir
75.109	38.400	141.56	2.8	3.8	-	deepPamir
72.540	37.865	141.58	3.5	6.0	-	deepPamir
72.072	37.439	141.59	4.4	3.8	1.9	deepPamir
71.783	37.126	141.62	2.9	3.4	1.9	deepPamir
71.937	37.234	141.67	2.5	6.0	1.9	deepPamir
71.786	37.083	141.69	3.8	2.7	1.9	deepPamir
74.290	38.354	141.71	2.3	5.6	-	deepPamir
72.932	38.013	141.84	2.0	5.5	1.9	deepPamir
71.909	37.294	141.88	3.3	3.3	1.9	deepPamir
71.976	37.356	141.88	2.9	3.9	1.9	deepPamir
71.963	37.356	141.93	2.4	9.0	1.9	deepPamir
72.740	37.976	141.99	3.2	8.0	1.9	deepPamir
72.083	37.419	142.02	2.4	10.2	1.9	deepPamir
72.158	37.637	142.23	2.6	7.7	1.9	deepPamir
71.966	37.341	142.26	2.3	5.9	1.9	deepPamir
72.406	37.822	142.30	3.1	6.5	1.9	deepPamir
72.048	37.477	142.38	2.4	6.1	1.9	deepPamir
71.914	37.285	142.40	2.6	3.4	1.9	deepPamir
71.825	37.121	142.44	3.1	4.8	1.9	deepPamir
74.951	38.384	142.44	3.2	4.3	-	deepPamir
72.399	37.805	142.45	2.5	3.5	1.9	deepPamir
71.848	37.333	142.50	3.1	3.4	1.9	deepPamir
71.895	37.266	142.59	2.7	3.5	1.9	deepPamir
71.879	37.054	142.60	2.9	6.1	1.9	deepPamir
72.386	37.789	142.69	2.6	3.9	1.9	deepPamir
72.035	37.424	142.80	2.7	3.3	1.9	deepPamir
71.969	37.378	142.83	3.2	2.6	1.9	deepPamir
71.938	37.361	142.88	3.0	3.0	1.9	deepPamir
72.618	37.866	142.90	3.3	2.6	1.9	deepPamir
71.884	37.283	142.93	2.9	8.8	1.9	deepPamir
71.896	37.130	142.93	4.0	9.5	1.9	deepPamir
71.803	37.177	142.94	2.8	4.9	1.9	deepPamir
71.807	37.071	142.95	2.5	3.5	1.9	deepPamir
73.070	38.183	143.07	3.5	9.9	-	deepPamir
71.793	37.147	143.09	3.6	2.7	1.9	deepPamir
72.697	37.927	143.12	3.7	6.9	-	deepPamir
72.134	37.353	143.15	4.1	2.3	1.9	deepPamir
71.795	37.147	143.17	4.2	2.3	1.9	deepPamir
73.432	38.323	143.17	3.4	14.7	-	deepPamir
71.802	37.083	143.23	2.8	3.9	1.9	deepPamir
72.059	37.460	143.25	3.4	3.7	1.9	deepPamir
72.034	37.437	143.27	3.1	3.3	1.9	deepPamir
71.968	37.348	143.30	3.6	3.9	1.9	deepPamir
72.025	37.411	143.40	2.9	4.7	1.9	deepPamir
72.061	37.524	143.50	2.3	3.2	1.9	deepPamir
71.888	37.234	143.51	3.5	4.2	1.9	deepPamir
73.066	38.153	143.59	3.3	11.0	-	deepPamir
71.929	37.323	143.70	3.5	2.1	1.9	deepPamir
71.882	37.186	143.72	2.7	7.3	1.9	deepPamir
71.925	37.272	143.74	3.3	4.3	1.9	deepPamir
71.854	37.292	143.78	3.0	5.8	1.9	deepPamir
72.673	37.955	143.99	3.1	6.7	-	deepPamir
71.819	37.112	144.08	3.5	2.7	1.9	deepPamir
71.843	37.342	144.13	2.8	4.3	1.9	deepPamir
71.803	37.205	144.16	3.4	3.1	1.9	deepPamir
71.783	37.107	144.21	2.3	5.4	1.9	deepPamir
71.835	37.154	144.24	3.0	4.3	1.9	deepPamir
72.391	37.797	144.29	2.6	3.2	1.9	deepPamir
71.986	37.363	144.30	2.8	4.9	1.9	deepPamir
71.920	37.291	144.33	4.3	2.2	1.9	deepPamir
72.105	37.359	144.34	2.6	5.6	1.9	deepPamir
74.119	38.270	144.34	3.3	7.1	1.9	deepPamir
71.851	37.183	144.35	2.8	4.0	1.9	deepPamir
71.914	37.290	144.37	2.8	4.0	1.9	deepPamir
71.936	37.325	144.37	2.6	10.2	1.9	deepPamir
72.000	37.393	144.43	2.7	4.6	1.9	deepPamir
74.528	38.353	144.50	3.3	2.5	-	deepPamir
71.841	37.154	144.52	2.7	3.8	1.9	deepPamir
71.850	37.359	144.54	3.1	3.9	1.9	deepPamir
71.912	37.221	144.57	3.2	3.1	1.9	deepPamir
71.831	37.121	144.63	2.7	5.6	1.9	deepPamir
72.031	37.420	144.63	3.0	4.8	1.9	deepPamir
71.992	37.247	144.68	3.1	4.0	1.9	deepPamir
72.350	37.713	144.73	2.6	5.8	-	deepPamir
72.079	37.375	144.81	3.0	4.0	1.9	deepPamir
71.831	37.152	144.85	3.0	6.6	1.9	deepPamir
71.864	37.022	144.86	3.0	4.0	1.9	deepPamir
72.414	37.846	144.87	4.2	5.2	1.9	deepPamir
71.878	37.268	144.94	2.7	5.9	1.9	deepPamir
71.928	37.268	145.32	3.2	3.1	1.9	deepPamir
71.919	37.321	145.34	4.0	3.1	1.9	deepPamir
71.809	37.114	145.37	3.8	3.0	1.9	deepPamir
71.904	37.318	145.40	4.5	3.7	1.9	deepPamir
75.832	38.442	145.41	3.0	8.2	-	deepPamir
73.948	38.296	145.51	3.2	2.3	1.9	deepPamir
71.907	37.275	145.53	3.6	3.8	1.9	deepPamir
71.830	37.081	145.55	2.8	4.1	1.9	deepPamir
71.831	37.070	145.69	3.1	5.8	1.9	deepPamir
71.860	37.357	145.70	3.5	3.5	1.9	deepPamir
71.950	37.283	145.77	3.8	3.5	1.9	deepPamir
71.893	37.314	145.79	3.9	4.1	1.9	deepPamir
72.041	37.471	145.86	3.0	2.7	1.9	deepPamir
71.839	37.302	145.87	2.7	5.0	1.9	deepPamir
72.067	37.404	145.93	3.3	6.5	1.9	deepPamir
71.814	37.199	145.94	3.2	4.7	1.9	deepPamir
72.050	37.415	146.02	2.8	4.8	1.9	deepPamir
71.834	37.165	146.03	3.8	2.6	1.9	deepPamir
71.925	37.317	146.04	3.0	4.7	1.9	deepPamir
72.032	37.401	146.12	3.1	4.1	1.9	deepPamir
72.098	37.357	146.15	4.1	3.4	1.9	deepPamir
71.920	37.278	146.17	4.0	2.6	1.9	deepPamir
73.281	38.336	146.19	3.0	15.1	-	deepPamir
71.850	37.223	146.22	4.5	3.4	1.9	deepPamir
71.943	37.353	146.25	3.9	2.5	1.9	deepPamir
72.050	37.359	146.41	2.7	5.7	1.9	deepPamir
71.961	37.233	146.45	2.7	9.0	1.9	deepPamir
72.006	37.401	146.47	3.6	4.3	1.9	deepPamir
71.805	37.091	146.48	3.6	2.6	1.9	deepPamir
71.838	37.118	146.52	3.9	3.5	1.9	deepPamir
71.866	37.359	146.65	2.8	6.3	1.9	deepPamir
72.727	37.919	146.65	3.2	5.3	-	deepPamir
72.045	37.393	146.66	3.6	2.8	1.9	deepPamir
71.963	37.275	146.71	2.8	3.6	1.9	deepPamir
71.889	37.322	146.83	2.2	6.2	1.9	deepPamir
71.889	37.333	146.88	4.8	3.0	1.9	deepPamir
74.189	38.331	146.91	3.8	2.3	1.9	deepPamir
72.058	37.281	146.95	3.2	3.0	1.9	deepPamir
73.617	38.284	146.96	2.0	4.6	-	deepPamir
71.897	37.241	146.97	2.7	5.0	1.9	deepPamir
71.860	37.116	147.03	3.3	4.8	1.9	deepPamir
71.807	37.054	147.18	3.3	3.4	1.9	deepPamir
71.979	37.306	147.19	3.6	4.1	1.9	deepPamir
71.902	36.954	147.20	2.7	7.1	-	deepPamir
71.805	37.291	147.22	2.7	5.8	1.9	deepPamir
72.017	37.460	147.24	3.6	5.6	1.9	deepPamir
71.889	37.186	147.26	3.5	11.5	1.9	deepPamir
73.160	38.213	147.26	3.9	29.0	1.9	deepPamir
72.269	37.528	147.31	3.2	4.6	-	deepPamir
73.750	38.309	147.36	2.6	3.0	-	deepPamir
75.478	38.331	147.43	3.4	7.8	-	deepPamir
72.410	37.776	147.44	3.9	2.7	1.9	deepPamir
71.853	37.354	147.49	2.6	4.3	1.9	deepPamir
71.908	37.070	147.55	3.7	5.0	1.9	deepPamir
72.390	37.783	147.66	2.7	3.7	1.9	deepPamir
72.362	37.754	147.74	3.4	2.5	1.9	deepPamir
71.881	37.228	147.75	3.8	2.9	1.9	deepPamir
73.197	38.215	147.77	3.7	10.6	1.9	deepPamir
71.932	37.296	147.80	3.9	3.0	1.9	deepPamir
71.828	37.290	147.83	2.6	6.3	1.9	deepPamir
71.976	37.373	147.85	3.8	2.8	1.9	deepPamir
